age,isow,co2,rsl
11.8,0.5232710000000000,258.50485500000002,-56.66
11.9,0.4301070000000000,257.72407399999997,-58.45
12.0,0.3650200000000000,258.2635520000000,-60.12
12.100000000000000,0.3517900000000000,254.68661000000000,-61.68000000000000
12.199999999999999,0.31725300000000001,253.01664199999999,-63.060000000000002
12.3,0.2812210000000000,248.1905410000000,-64.25
12.4,0.31930799999999998,248.63764300000000,-65.34
12.5,0.3314890000000000,251.45045400000001,-66.4
12.600000000000000,0.36095600000000000,248.06707000000000,-67.31000000000000
12.699999999999999,0.4078860000000000,245.82983400000001,-68.34000000000000
12.8,0.5384790000000000,243.31802800000000,-69.39
12.9,0.5955620000000000,243.32755000000000,-70.44
13.0,0.5709870000000000,242.79151800000000,-71.43
13.100000000000000,0.4516460000000000,242.72346800000000,-72.41000000000000
13.199999999999999,0.3513970000000000,240.83588499999999,-73.36000000000000
13.3,0.19691500000000001,241.70137399999999,-74.35
13.4,-0.0256210000000000,241.8659930000000,-75.34
13.5,-0.2196310000000000,246.0750710000000,-76.27
13.600000000000000,-0.36958999999999997,245.50969000000001,-77.20000000000000
13.699999999999999,-0.45798699999999998,243.20423800000000,-78.14000000000000
13.8,-0.6757649999999999,243.79445100000001,-79.03
13.9,-1.0741730000000000,241.4672470000000,-79.9
14.0,-1.540116000000000,240.3294270000000,-80.76
14.100000000000000,-1.9589799999999999,241.50470999999999,-81.59000000000000
14.199999999999999,-2.3582000000000001,241.77990500000001,-82.36000000000000
14.3,-2.5944829999999999,246.56485499999999,-83.12
14.4,-2.849319000000000,245.38700299999999,-83.91
14.5,-3.0402510000000000,242.7005750000000,-84.75
14.600000000000000,-3.2943519999999999,235.41212300000001,-85.64000000000000
14.699999999999999,-3.4557799999999999,230.49120700000000,-86.54000000000001
14.8,-3.4923470000000001,232.3623840000000,-87.41
14.9,-3.5824769999999999,231.21588800000001,-88.25
15.0,-3.704542000000000,235.3585110000000,-89.09
15.100000000000000,-3.916559000000000,233.97309300000001,-89.84999999999999
15.199999999999999,-4.099022000000000,231.8641850000000,-90.56999999999999
15.3,-4.245973000000000,228.212980000000,-91.23
15.4,-4.323382000000000,227.4355770000000,-91.88
15.5,-4.358032000000000,226.84782899999999,-92.47
15.600000000000000,-4.307840000000000,227.2327620000000,-93.02000000000000
15.699999999999999,-4.220556000000000,226.68030700000000,-93.54000000000001
15.8,-4.077298000000000,227.68957499999999,-94.04
15.9,-4.0016619999999996,228.41676200000001,-94.48
16.0,-3.9668920000000001,227.8899200000000,-94.9
16.1,-3.973985000000000,224.88128399999999,-95.26
16.2,-3.996143000000000,216.71374299999999,-95.64
16.3,-4.007614000000000,216.95865599999999,-95.99
16.399999999999999,-4.045612000000000,212.3997160000000,-96.27000000000000
16.5,-4.061560000000000,215.96717000000001,-96.49
16.6,-4.080230000000000,213.7269000000000,-96.69
16.7,-4.037928000000000,209.3018580000000,-96.86
16.8,-3.9817960000000001,207.12575100000001,-97.01
16.899999999999999,-3.947042000000000,207.24428499999999,-97.15
17.0,-3.9433699999999998,203.74459999999999,-97.27
17.1,-3.824055000000000,202.2196420000000,-97.35
17.2,-3.6952639999999999,196.3354330000000,-97.42
17.3,-3.62077800000000,194.9537910000000,-97.48
17.399999999999999,-3.6850100000000001,196.33506499999999,-97.53
17.5,-3.7323879999999998,197.50863100000001,-97.59
17.6,-3.7160750000000000,193.99187900000001,-97.63
17.7,-3.728516000000000,194.79425300000000,-97.66
17.8,-3.7658909999999999,192.8557700000000,-97.67
17.899999999999999,-3.8215300000000001,191.74012700000000,-97.68
18.0,-3.841770000000000,190.51087200000001,-97.69
18.1,-3.819382000000000,191.95860200000001,-97.64
18.2,-3.718492000000000,191.15950100000001,-97.58
18.3,-3.7292290000000001,192.42672099999999,-97.51
18.399999999999999,-3.830498000000000,191.66028299999999,-97.43
18.5,-4.039971000000000,194.5508090000000,-97.35
18.6,-4.072057000000000,196.2933080000000,-97.24
18.7,-3.9622769999999998,194.7840050000000,-97.14
18.8,-3.812096000000000,194.1510810000000,-97.05
18.899999999999999,-3.689775000000000,196.44982700000000,-96.95
19.0,-3.6105130000000001,195.43707400000000,-96.85
19.1,-3.4911710000000000,195.28047000000001,-96.7
19.199999999999999,-3.3825889999999998,195.52874100000000,-96.56
19.3,-3.349813000000000,195.49173999999999,-96.41
19.399999999999999,-3.381749000000000,194.09399900000000,-96.27
19.5,-3.4478330000000001,194.47696500000001,-96.13
19.6,-3.378760000000000,196.41464600000000,-95.98
19.699999999999999,-3.274374000000000,197.97456600000001,-95.84
19.8,-3.225864000000000,199.6530210000000,-95.69
19.899999999999999,-3.341825000000000,197.9540450000000,-95.54
20.0,-3.4983800000000000,196.28417099999999,-95.41
20.1,-3.5972800000000000,194.6198940000000,-95.22
20.199999999999999,-3.5192709999999998,194.20931800000000,-95.04
20.3,-3.3132269999999999,193.9602130000000,-94.86
20.399999999999999,-3.0734040000000000,196.9100160000000,-94.69
20.5,-2.950612000000000,194.58723499999999,-94.51
20.6,-2.903877000000000,192.97305900000001,-94.33
20.699999999999999,-2.9345530000000002,196.04805099999999,-94.15
20.8,-2.99772300000000,195.53724800000001,-93.95
20.899999999999999,-3.0932909999999998,193.69631300000000,-93.75
21.0,-3.165742000000000,192.8757330000000,-93.56
21.1,-3.211837000000000,193.97874700000000,-93.34
21.199999999999999,-3.511298000000000,191.85269700000001,-93.09999999999999
21.3,-3.7965490000000002,190.55194499999999,-92.88
21.399999999999999,-4.088588000000000,189.6168000000000,-92.65000000000001
21.5,-4.156738000000000,189.8488070000000,-92.43
21.6,-4.253349000000000,191.0607400000000,-92.2
21.699999999999999,-4.312838000000000,192.57523800000001,-91.97000000000000
21.8,-4.361245000000000,194.6464180000000,-91.74
21.899999999999999,-4.399816000000000,192.2220020000000,-91.51000000000001
22.0,-4.524215000000000,192.77226899999999,-91.29
22.1,-4.60864800000000,195.02355700000001,-91.07
22.199999999999999,-4.567934000000000,195.76631900000001,-90.84000000000000
22.3,-4.396458000000000,187.19569200000001,-90.62
22.399999999999999,-4.374736000000000,186.4155080000000,-90.40000000000001
22.5,-4.499560000000000,185.25875199999999,-90.19
22.6,-4.6619149999999996,185.1673850000000,-89.97
22.699999999999999,-4.693456000000000,189.24932200000001,-89.73999999999999
22.8,-4.630053000000000,187.68012600000000,-89.52
22.899999999999999,-4.540637000000000,187.48472599999999,-89.30000000000000
23.0,-4.4716459999999998,189.7405930000000,-89.08
23.1,-4.4364559999999997,190.11560200000000,-88.86
23.199999999999999,-4.383228000000000,190.0873880000000,-88.67
23.3,-4.353389000000000,196.49146600000000,-88.48
23.399999999999999,-4.28172000000000,190.2961370000000,-88.31
23.5,-4.148887000000000,187.2049130000000,-88.15
23.6,-3.906175000000000,187.98147599999999,-87.99
23.699999999999999,-3.723616000000000,186.21747300000001,-87.84
23.8,-3.7256719999999999,184.44070400000001,-87.69
23.899999999999999,-3.942391000000000,183.3289900000000,-87.54
24.0,-4.106106000000000,184.0906040000000,-87.38
24.1,-4.20257200000000,184.91971599999999,-87.24
24.199999999999999,-4.208383000000000,185.98401400000000,-87.11
24.3,-4.333517000000000,186.22910600000000,-86.97
24.399999999999999,-4.436893000000000,184.5807970000000,-86.83
24.5,-4.454440000000000,182.93248800000001,-86.7
24.6,-4.343983000000000,181.2841790000000,-86.57
24.699999999999999,-4.167825000000000,180.57942000000000,-86.45
24.8,-3.9781990000000000,180.60407000000001,-86.33
24.899999999999999,-3.8578320000000001,180.62872100000001,-86.21
25.0,-3.874928000000000,180.65337199999999,-86.09
25.1,-3.9513050000000001,180.67802200000000,-85.99
25.199999999999999,-4.053877000000000,181.07550499999999,-85.91
25.3,-4.07076100000000,182.12442100000001,-85.83
25.399999999999999,-4.079516000000000,182.84293500000001,-85.76
25.5,-3.966848000000000,183.2161820000000,-85.67
25.6,-3.9144790000000000,184.1146880000000,-85.56
25.699999999999999,-3.855082000000000,185.41924399999999,-85.45
25.8,-3.8985059999999998,186.4180220000000,-85.34
25.899999999999999,-3.865540000000000,185.53845200000001,-85.22
26.0,-3.779185000000000,184.65888300000000,-85.09
26.1,-3.647893000000000,184.53700499999999,-84.97
26.199999999999999,-3.5920960000000002,184.55945000000000,-84.85
26.3,-3.7431809999999999,183.9667390000000,-84.72
26.399999999999999,-3.9136799999999998,185.0773210000000,-84.58
26.5,-4.068655000000000,185.75580900000000,-84.42
26.6,-4.067148000000000,185.4842700000000,-84.28
26.699999999999999,-4.112690000000000,185.43830500000001,-84.15
26.8,-4.195802000000000,186.05811299999999,-84.02
26.899999999999999,-4.243268000000000,187.14975600000000,-83.89
27.0,-4.29416500000000,187.72680099999999,-83.77
27.1,-4.21921400000000,187.81214700000001,-83.64
27.199999999999999,-4.233727000000000,193.60852100000000,-83.52
27.3,-4.172171000000000,190.29411700000000,-83.39
27.399999999999999,-4.16634300000000,191.46326199999999,-83.26
27.5,-4.101564000000000,191.2668710000000,-83.13
27.6,-4.029102000000000,191.86389500000001,-83.01
27.699999999999999,-3.925649000000000,191.7028310000000,-82.89
27.8,-3.7634970000000001,187.93473100000000,-82.78
27.899999999999999,-3.623894000000000,189.17440199999999,-82.67
28.0,-3.546233000000000,189.43164800000000,-82.56
28.1,-3.5261580000000001,190.00054299999999,-82.44
28.199999999999999,-3.4192450000000001,191.59177399999999,-82.32
28.3,-3.228053000000000,191.89518899999999,-82.2
28.399999999999999,-3.017552000000000,190.250239000000,-82.08
28.5,-2.915424000000000,191.32364100000001,-81.95
28.6,-2.9272710000000002,192.9688030000000,-81.84
28.699999999999999,-2.9771589999999999,193.55750100000000,-81.72
28.8,-3.0590700000000002,193.85869600000001,-81.59
28.899999999999999,-3.2401830000000000,192.7409770000000,-81.47
29.0,-3.478983000000000,192.929588000000,-81.34
29.1,-3.7501449999999998,192.48177699999999,-81.22
29.199999999999999,-3.962930000000000,188.5012360000000,-81.1
29.3,-4.1723129999999999,191.4556830000000,-80.98
29.399999999999999,-4.380617000000000,189.3556050000000,-80.85
29.5,-4.673526000000000,189.22646100000000,-80.73
29.6,-4.859167000000000,189.24116599999999,-80.62
29.699999999999999,-4.952979000000000,190.23413900000000,-80.51
29.8,-4.82629700000000,191.0932510000000,-80.39
29.899999999999999,-4.647521000000000,191.18926200000001,-80.27
30.0,-4.367806000000000,191.53494499999999,-80.15
30.1,-4.188573000000000,188.29537199999999,-80.02
30.199999999999999,-4.1284879999999999,188.10286199999999,-79.9
30.3,-4.072707000000000,186.18160700000001,-79.78
30.399999999999999,-3.8662250000000000,184.30780700000000,-79.67
30.5,-3.499099000000000,183.24183700000000,-79.55
30.6,-3.233165000000000,184.5623170000000,-79.44
30.699999999999999,-3.072089000000000,186.84635599999999,-79.33
30.8,-3.1316720000000000,190.16019399999999,-79.22
30.899999999999999,-3.351770000000000,189.4522550000000,-79.11
31.0,-3.6256469999999998,188.744315000000,-79.0
31.1,-3.7995999999999999,188.0363760000000,-78.89
31.199999999999999,-3.812017000000000,188.17911100000001,-78.78
31.3,-3.780248000000000,188.36850600000000,-78.67
31.399999999999999,-3.713244000000000,188.85790800000001,-78.56
31.5,-3.686023000000000,189.73539099999999,-78.44
31.6,-3.711828000000000,191.01342199999999,-78.33
31.699999999999999,-3.7360449999999998,192.41863599999999,-78.22
31.8,-3.7999770000000002,193.47698099999999,-78.1
31.899999999999999,-3.8283870000000002,192.63057100000000,-77.98
32.0,-3.8982929999999998,193.08898099999999,-77.87
32.1,-3.9501719999999998,194.6596260000000,-77.76
32.2,-4.059827000000000,195.5127740000000,-77.64
32.299999999999997,-4.178147000000000,192.68832000000000,-77.51000000000001
32.4,-4.207918000000000,194.6479450000000,-77.39
32.5,-4.141787000000000,194.5346140000000,-77.27
32.6,-3.986469000000000,194.47179800000001,-77.15
32.7,-3.843077000000000,195.60515100000001,-77.02
32.799999999999997,-3.7301400000000000,198.85722300000000,-76.89000000000000
32.9,-3.646472000000000,196.64579499999999,-76.74
33.0,-3.5089709999999998,196.35249400000001,-76.59
33.1,-3.2328429999999999,197.18834799999999,-76.44
33.2,-3.1347920000000000,197.50201000000001,-76.28
33.299999999999997,-3.168062000000000,197.22349000000000,-76.11000000000000
33.4,-3.3947020000000001,196.94497000000001,-75.92
33.5,-3.4731649999999998,197.2160400000000,-75.73
33.6,-3.5444510000000000,198.29156900000001,-75.53
33.7,-3.543596000000000,199.39182000000000,-75.34
33.799999999999997,-3.712510000000000,197.80520200000001,-75.13000000000000
33.9,-3.9443450000000002,194.73777000000001,-74.91
34.0,-4.291611000000000,195.47181200000000,-74.71
34.1,-4.533119000000000,195.63528500000001,-74.49
34.2,-4.723868000000000,195.03239300000001,-74.27
34.299999999999997,-4.680294000000000,196.16849099999999,-74.04000000000001
34.4,-4.46031000000000,197.21773200000001,-73.83
34.5,-4.128054000000000,198.76633000000001,-73.61
34.6,-3.8231970000000000,199.4979500000000,-73.39
34.7,-3.502399000000000,197.4533800000000,-73.16
34.799999999999997,-3.2318780000000000,201.54139300000000,-72.93000000000001
34.9,-3.0526019999999998,202.4496900000000,-72.71
35.0,-3.0116520000000002,200.51569300000000,-72.49
35.1,-2.954340000000000,199.44036199999999,-72.29
35.2,-2.820398000000000,204.12447900000001,-72.08
35.299999999999997,-2.6051419999999998,205.0753360000000,-71.88000000000000
35.4,-2.4012609999999999,201.07103799999999,-71.69
35.5,-2.2276229999999999,201.3118990000000,-71.49
35.6,-2.121120000000000,201.82318100000001,-71.29
35.7,-2.124728000000000,200.57406499999999,-71.09
35.799999999999997,-2.173822000000000,202.2941950000000,-70.91000000000000
35.9,-2.263045000000000,201.1137640000000,-70.72
36.0,-2.299188000000000,200.79128100000000,-70.55
36.1,-2.322338000000000,203.75773000000001,-70.4
36.2,-2.3249900000000001,201.2678220000000,-70.25
36.299999999999997,-2.3508730000000000,199.91511700000001,-70.11000000000000
36.4,-2.4047410000000000,199.45299700000001,-69.97
36.5,-2.5773850000000000,198.99087800000001,-69.84
36.6,-2.6666300000000001,204.96190999999999,-69.7
36.7,-2.72180400000000,203.75882500000000,-69.56
36.799999999999997,-2.6643919999999999,202.94728599999999,-69.40000000000001
36.9,-2.6482350000000001,203.2634290000000,-69.26
37.0,-2.6281170000000000,205.56122600000000,-69.12
37.1,-2.5952280000000001,209.41467599999999,-69.03
37.2,-2.496935000000000,207.68155700000000,-68.94
37.299999999999997,-2.4646949999999999,209.1456710000000,-68.84999999999999
37.4,-2.406291000000000,210.53041899999999,-68.74
37.5,-2.3969050000000,210.9337650000000,-68.63
37.6,-2.3163779999999998,213.76861700000001,-68.5
37.7,-2.2914639999999999,212.1183010000000,-68.37
37.799999999999997,-2.250290000000000,212.5015760000000,-68.23999999999999
37.9,-2.229301000000000,214.06430300000000,-68.11
38.0,-2.225034000000000,211.2219520000000,-68.0
38.1,-2.2651960000000000,213.46167199999999,-67.95
38.2,-2.3770460000000000,206.59646100000001,-67.89
38.299999999999997,-2.4852750000000001,207.53515999999999,-67.83
38.399999999999999,-2.5897579999999998,210.12729600000000,-67.77
38.5,-2.64029000000000,208.51035800000000,-67.71
38.6,-2.7382810000000002,206.34837500000000,-67.64
38.7,-2.838785000000000,205.61491599999999,-67.57
38.799999999999997,-2.941051000000000,206.1505120000000,-67.5
38.899999999999999,-3.05805900000000,205.75641200000001,-67.43
39.0,-3.2022260000000000,202.93033100000000,-67.35
39.1,-3.3758539999999999,206.3918630000000,-67.3
39.2,-3.492158000000000,208.06903800000001,-67.25
39.299999999999997,-3.4499650000000002,209.42647500000001,-67.2
39.399999999999999,-3.389797000000000,193.1661530000000,-67.15
39.5,-3.447619000000000,199.8312880000000,-67.1
39.6,-3.7327780000000002,196.63652600000000,-67.05
39.7,-4.138094000000000,196.57281200000000,-67.0
39.799999999999997,-4.481811000000000,193.67921100000001,-66.94
39.899999999999999,-4.769060000000000,197.4338170000000,-66.88
40.0,-4.874413000000000,201.3236230000000,-66.81
40.1,-4.794195000000000,202.83236800000000,-66.75
40.2,-4.514076000000000,201.27514600000001,-66.69
40.299999999999997,-4.168003000000000,201.39885799999999,-66.61
40.399999999999999,-3.8673660000000001,200.87246600000000,-66.55
40.5,-3.7064490000000001,201.6228090000000,-66.47
40.6,-3.624847000000000,201.19727100000000,-66.38
40.7,-3.532813000000000,200.71905300000000,-66.3
40.799999999999997,-3.403294000000000,201.58127300000001,-66.22
40.899999999999999,-3.319227000000000,203.3342330000000,-66.13
41.0,-3.2911489999999999,204.50445199999999,-66.06
41.1,-3.300624000000000,205.57780099999999,-65.97
41.2,-3.3362530000000001,207.8989330000000,-65.89
41.299999999999997,-3.4032819999999999,208.18349900000001,-65.8
41.399999999999999,-3.460382000000000,207.02208999999999,-65.71
41.5,-3.534724000000000,205.82249999999999,-65.63
41.6,-3.583174000000000,204.27181899999999,-65.55
41.7,-3.6043889999999998,202.9669140000000,-65.46
41.799999999999997,-3.4750380000000001,203.21382700000001,-65.36
41.899999999999999,-3.2379430000000000,203.35227800000001,-65.27
42.0,-3.005361000000000,202.38287199999999,-65.19
42.1,-2.783468000000000,202.5601520000000,-65.1
42.2,-2.598259000000000,203.53796800000001,-65.01
42.299999999999997,-2.4261879999999998,204.6261030000000,-64.94
42.399999999999999,-2.332974000000000,206.28111200000001,-64.86
42.5,-2.3292890000000002,207.3518700000000,-64.78
42.6,-2.401606000000000,206.8869580000000,-64.7
42.7,-2.4953069999999999,206.42204599999999,-64.64
42.799999999999997,-2.5835460000000001,210.84567899999999,-64.58
42.899999999999999,-2.549061000000000,209.34801999999999,-64.52
43.0,-2.512601000000000,212.7137020000000,-64.47
43.1,-2.4513470000000002,211.13930099999999,-64.42
43.2,-2.4550429999999999,207.94891799999999,-64.37
43.299999999999997,-2.401507000000000,207.36138399999999,-64.32
43.399999999999999,-2.3630689999999999,207.7828190000000,-64.27
43.5,-2.3284989999999999,207.05450900000000,-64.23
43.6,-2.4564040000000000,204.81584500000000,-64.18
43.7,-2.5625760000000000,205.79450100000000,-64.12
43.799999999999997,-2.5828220000000002,207.34585100000001,-64.06
43.899999999999999,-2.460668000000000,206.25927200000001,-64.02
44.0,-2.2742510000000000,204.86687900000001,-63.98
44.1,-2.1632150000000001,204.38949400000001,-63.93
44.2,-2.085559000000000,204.97080099999999,-63.89
44.299999999999997,-2.0733419999999998,205.55210900000000,-63.86
44.399999999999999,-1.975396000000000,206.78157899999999,-63.82
44.5,-1.855996000000000,210.99019799999999,-63.77
44.6,-1.7788040000000001,209.86145800000000,-63.75
44.7,-1.8513530000000000,208.73271800000001,-63.73
44.799999999999997,-1.931198000000000,210.15174700000,-63.71
44.899999999999999,-1.9367749999999999,211.42608200000001,-63.69
45.0,-1.8541339999999999,212.54796999999999,-63.66
45.1,-1.740271000000000,213.22040799999999,-63.63
45.2,-1.6561950000000001,213.94597300000001,-63.62
45.299999999999997,-1.7139830000000000,215.4451970000000,-63.61
45.399999999999999,-1.832703000000000,216.91949399999999,-63.62
45.5,-2.0130340000000002,217.7319970000000,-63.62
45.6,-2.1402709999999998,218.5444990000000,-63.62
45.7,-2.216493000000000,218.79377199999999,-63.62
45.799999999999997,-2.27772500000000,219.83947400000000,-63.62
45.899999999999999,-2.4790679999999998,221.48089600000000,-63.63
46.0,-2.886195000000000,220.8269700000000,-63.63
46.1,-3.4217300000000002,219.85618299999999,-63.63
46.2,-3.7627549999999998,219.83883499999999,-63.62
46.299999999999997,-3.9294180000000001,223.20515499999999,-63.61
46.399999999999999,-3.962010000000000,222.49580200000000,-63.59
46.5,-3.9523320000000002,220.5397170000000,-63.58
46.6,-3.967352000000000,220.09832399999999,-63.57
46.7,-3.9284020000000002,220.27437000000000,-63.56
46.799999999999997,-3.926026000000000,219.7076710000000,-63.55
46.899999999999999,-3.8638479999999999,219.5977080000000,-63.54
47.0,-3.895072000000000,217.72691399999999,-63.54
47.1,-3.9551620000000001,216.31174500000000,-63.53
47.2,-4.136983000000000,215.23021199999999,-63.53
47.299999999999997,-4.287626000000000,213.64384600000000,-63.54
47.399999999999999,-4.407872000000000,212.11134500000000,-63.55
47.5,-4.453758000000000,210.57387600000001,-63.54
47.6,-4.537662000000000,210.1890310000000,-63.53
47.7,-4.592448000000000,210.4918530000000,-63.52
47.799999999999997,-4.511524000000000,210.77610100000001,-63.51
47.899999999999999,-4.238331000000000,210.19497400000000,-63.5
48.0,-3.9110640000000001,209.4578240000000,-63.48
48.1,-3.5343179999999998,208.74,-63.47
48.2,-3.246102000000000,206.2627370000000,-63.45
48.299999999999997,-2.9536899999999999,211.7406650000000,-63.44
48.399999999999999,-2.836764000000000,204.30678800000001,-63.42
48.5,-2.7633440000000000,202.97451300000000,-63.4
48.6,-2.718505000000000,204.6408650000000,-63.39
48.7,-2.6271620000000002,204.57182399999999,-63.38
48.799999999999997,-2.5360909999999999,204.5106100000000,-63.36
48.899999999999999,-2.4600700000000000,201.16604799999999,-63.34
49.0,-2.465424000000000,202.57026099999999,-63.31
49.1,-2.485295000000000,202.81528599999999,-63.3
49.2,-2.572759000000000,202.22935799999999,-63.29
49.299999999999997,-2.6037640000000000,203.09354300000001,-63.28
49.399999999999999,-2.6217579999999998,203.9577290000000,-63.27
49.5,-2.580514000000000,204.9823640000000,-63.26
49.6,-2.5521609999999999,206.13980100000001,-63.25
49.7,-2.5977079999999999,208.35885700000000,-63.25
49.799999999999997,-2.6848359999999998,206.09524300000001,-63.25
49.899999999999999,-2.750421000000000,205.47064200000000,-63.25
